items,hour,rain,event,kitchen_load,prep_time
"pasta, pizza",8,0,0,9,24.4
"pizza, chicken biryani",21,1,0,3,28.4
veg biryani,17,1,0,4,17.6
"burger, fried rice, masala dosa",2,0,0,17,35.2
veg biryani,9,0,0,16,24.2
"pasta, chicken biryani",2,0,0,5,23.1
naan,11,0,0,15,22.0
masala dosa,7,0,0,7,19.9
"fried rice, paneer butter masala",11,0,1,18,36.6
"masala dosa, pasta",12,0,0,9,27.8
"fried rice, chicken biryani",13,0,0,3,23.7
"veg biryani, paneer butter masala",12,1,0,3,29.1
"veg biryani, fried rice",9,0,0,19,31.0
"veg biryani, masala dosa",12,0,0,6,25.5
"veg biryani, pizza",12,0,0,12,32.5
"burger, naan",17,0,0,16,24.6
tandoori chicken,11,0,0,18,25.5
"burger, fried rice, tandoori chicken",0,0,0,2,25.6
"naan, pizza",23,0,0,5,23.5
"naan, paneer butter masala, pizza",9,0,0,6,29.0
"pizza, naan",16,0,0,10,21.7
"pizza, veg biryani, paneer butter masala",12,0,0,17,38.5
"pasta, tandoori chicken, veg biryani",23,0,1,19,42.9
"burger, masala dosa",17,0,0,9,24.7
"naan, pizza",9,0,0,10,25.5
"pasta, pizza",15,0,0,2,17.4
"masala dosa, paneer butter masala",12,0,1,4,34.9
"naan, masala dosa",0,0,0,8,23.6
pizza,3,0,0,6,18.0
fried rice,11,0,0,14,22.9
naan,15,1,0,12,20.0
"fried rice, burger",20,0,0,17,33.6
"naan, burger, veg biryani",20,0,0,14,36.1
paneer butter masala,0,0,0,15,20.5
chicken biryani,7,0,0,2,17.4
"fried rice, pasta, burger",18,0,0,10,30.6
fried rice,18,0,0,18,21.7
chicken biryani,18,0,0,7,18.4
"pasta, paneer butter masala, fried rice",14,0,0,4,26.0
"burger, masala dosa",17,0,0,3,21.4
veg biryani,15,0,0,4,17.7
"pizza, burger",18,1,0,6,26.5
"naan, chicken biryani",9,0,0,13,26.5
"pasta, chicken biryani, burger",10,0,0,12,31.0
naan,0,0,0,17,22.7
tandoori chicken,1,0,0,9,19.3
"fried rice, burger, tandoori chicken",2,0,0,3,27.7
pasta,10,0,0,6,14.8
"burger, fried rice, masala dosa",22,0,0,13,30.8
pizza,11,0,0,18,22.4
"paneer butter masala, naan",16,0,0,4,20.6
veg biryani,2,0,0,10,20.1
"pizza, pasta, chicken biryani",6,0,0,12,32.4
burger,1,0,0,2,11.8
"veg biryani, burger",17,0,0,6,26.8
"veg biryani, fried rice, paneer butter masala",7,1,0,6,31.2
"burger, fried rice",4,0,0,17,29.3
"masala dosa, pasta",12,0,1,6,39.4
"burger, chicken biryani, naan",6,0,0,9,30.3
chicken biryani,5,0,1,3,23.3
"masala dosa, chicken biryani",3,0,0,7,23.2
chicken biryani,16,0,0,1,12.5
naan,20,0,0,14,24.1
"paneer butter masala, naan",12,1,0,13,33.5
"paneer butter masala, fried rice",20,1,0,8,34.7
chicken biryani,5,0,0,6,17.5
"naan, chicken biryani",16,0,0,2,21.8
"masala dosa, naan",14,0,0,17,27.8
"tandoori chicken, chicken biryani",20,1,1,18,40.4
fried rice,13,0,0,4,24.8
veg biryani,9,1,0,8,23.7
"paneer butter masala, naan",5,0,0,18,26.9
veg biryani,2,0,0,16,25.2
tandoori chicken,8,0,0,10,19.0
pasta,18,0,0,2,17.0
"paneer butter masala, fried rice, naan",10,1,0,12,30.8
"naan, chicken biryani, burger",23,0,0,6,29.7
"naan, paneer butter masala, pasta",3,0,0,14,31.6
masala dosa,3,1,1,5,27.4
"tandoori chicken, masala dosa, veg biryani",15,0,0,10,27.7
"naan, pizza, burger",5,1,0,11,35.9
masala dosa,3,0,0,3,14.4
"naan, fried rice, chicken biryani",20,1,0,15,40.9
pasta,7,0,0,8,17.0
"chicken biryani, naan",23,1,0,19,31.8
"tandoori chicken, masala dosa, burger",10,0,0,4,24.8
"veg biryani, paneer butter masala",21,1,0,13,31.9
pizza,9,0,0,17,21.5
"paneer butter masala, veg biryani",22,0,1,4,32.3
naan,13,0,0,10,29.7
veg biryani,23,0,0,13,16.2
"chicken biryani, tandoori chicken",13,0,1,14,37.2
"burger, tandoori chicken",12,1,0,3,29.5
burger,5,0,0,9,20.6
"tandoori chicken, fried rice",20,0,0,2,26.1
"masala dosa, burger, naan",0,0,0,4,27.8
"pasta, fried rice, burger",16,0,0,5,27.4
chicken biryani,8,0,0,12,20.8
veg biryani,14,0,0,9,17.0
paneer butter masala,18,0,0,8,20.3
"naan, fried rice",12,1,1,9,42.8
fried rice,16,1,1,17,34.8
"burger, chicken biryani, naan",0,0,0,12,31.6
"chicken biryani, veg biryani",6,0,0,2,21.5
"pasta, tandoori chicken, veg biryani",21,1,0,10,36.8
"naan, paneer butter masala",2,1,0,4,25.2
"veg biryani, fried rice, naan",16,1,0,1,28.8
naan,17,0,0,7,17.4
"naan, fried rice, burger",16,0,0,15,34.5
chicken biryani,9,0,1,6,22.8
pizza,11,0,0,12,21.2
"naan, chicken biryani, burger",0,0,0,9,28.6
pizza,9,1,0,6,18.5
"tandoori chicken, veg biryani, masala dosa",2,0,0,14,32.6
paneer butter masala,18,0,1,3,22.8
"tandoori chicken, chicken biryani",9,0,0,7,24.1
tandoori chicken,11,1,0,4,23.4
"pizza, chicken biryani",20,0,0,1,24.8
"fried rice, naan",13,0,0,15,34.9
masala dosa,9,0,0,10,22.2
"chicken biryani, masala dosa",8,0,0,4,21.1
"veg biryani, burger",9,0,1,17,38.9
burger,4,0,0,3,16.7
"pasta, chicken biryani",2,0,0,6,24.1
"paneer butter masala, chicken biryani",4,0,0,19,32.0
"masala dosa, naan",18,0,0,11,26.6
"burger, fried rice",0,1,0,8,27.5
"fried rice, tandoori chicken, masala dosa",9,0,0,8,30.0
"veg biryani, burger",5,0,1,2,29.3
masala dosa,5,0,0,15,24.4
"pizza, burger",10,1,0,13,31.1
fried rice,16,0,0,18,21.6
"veg biryani, chicken biryani",13,0,0,9,31.9
veg biryani,7,0,0,5,21.0
"burger, veg biryani",8,0,0,19,28.0
pasta,18,0,0,19,23.3
pizza,7,0,0,4,15.9
paneer butter masala,12,0,1,6,31.1
"chicken biryani, naan, masala dosa",6,0,0,14,33.0
"tandoori chicken, fried rice, pizza",3,1,0,4,26.4
chicken biryani,15,0,0,11,22.3
"tandoori chicken, burger, naan",9,0,0,17,35.2
"pasta, burger, chicken biryani",9,0,0,10,30.0
"paneer butter masala, burger, fried rice",15,1,0,7,32.7
masala dosa,9,0,0,6,15.3
paneer butter masala,21,1,0,14,28.5
"pasta, chicken biryani, burger",23,1,0,11,32.6
"chicken biryani, naan",23,0,0,8,20.8
"veg biryani, pasta",6,0,1,5,28.6
pasta,6,0,0,13,20.7
"pasta, burger",21,0,0,12,34.5
"masala dosa, pasta",21,1,0,12,39.7
"veg biryani, chicken biryani",23,0,0,10,26.9
"chicken biryani, burger",19,0,0,4,18.9
"naan, chicken biryani",0,0,0,14,26.4
"pizza, paneer butter masala, tandoori chicken",7,0,0,19,37.2
"veg biryani, paneer butter masala, pizza",11,0,0,17,32.9
"veg biryani, naan, chicken biryani",16,0,0,11,31.8
"chicken biryani, fried rice, paneer butter masala",0,0,0,6,28.2
"fried rice, pasta, paneer butter masala",3,0,0,6,28.8
pizza,17,0,0,4,14.7
pizza,4,0,0,12,22.8
"burger, fried rice, masala dosa",9,0,0,18,32.8
"burger, pasta, paneer butter masala",22,0,0,10,31.6
tandoori chicken,4,0,1,5,21.6
tandoori chicken,12,0,0,13,25.3
burger,0,0,0,12,23.1
"masala dosa, paneer butter masala, naan",14,0,0,4,26.0
paneer butter masala,6,0,0,17,25.8
veg biryani,6,0,0,5,19.1
pasta,7,1,0,12,21.4
pizza,17,0,0,7,18.4
"masala dosa, pasta, tandoori chicken",23,0,0,6,27.1
paneer butter masala,5,0,0,15,23.4
masala dosa,17,0,0,19,22.6
"veg biryani, paneer butter masala",6,0,0,18,31.1
"burger, veg biryani",17,0,0,8,23.3
chicken biryani,9,0,0,3,14.2
chicken biryani,23,0,0,7,17.5
"burger, veg biryani",6,1,0,13,25.0
chicken biryani,3,1,0,11,21.1
"paneer butter masala, naan, tandoori chicken",6,0,0,4,25.8
tandoori chicken,23,0,0,3,13.7
tandoori chicken,16,0,0,1,16.9
naan,12,0,0,13,26.8
masala dosa,22,0,0,12,23.5
masala dosa,10,0,1,16,27.1
fried rice,20,0,0,10,27.1
"masala dosa, naan",23,0,1,18,38.4
paneer butter masala,7,0,0,10,20.9
"tandoori chicken, naan, veg biryani",13,0,0,9,32.5
"chicken biryani, paneer butter masala, masala dosa",7,0,0,7,28.6
masala dosa,0,1,0,8,19.2
pasta,13,1,0,10,28.1
"masala dosa, pasta",13,0,1,14,39.7
"pizza, tandoori chicken, burger",2,0,0,16,33.4
"fried rice, burger, masala dosa",9,0,0,6,26.9
"naan, masala dosa",12,0,0,7,27.6
"pizza, masala dosa",9,0,0,16,32.0
"fried rice, tandoori chicken, pizza",3,1,0,14,36.0
"burger, pizza",20,0,0,6,30.9
"fried rice, veg biryani",7,1,1,9,37.1
"pasta, naan",0,0,0,3,21.0
"burger, tandoori chicken",4,0,0,3,21.2
pizza,12,0,0,17,27.3
chicken biryani,0,0,0,1,14.4
"veg biryani, pasta, tandoori chicken",20,0,0,3,27.8
"tandoori chicken, pizza",23,0,0,11,27.1
"veg biryani, pasta",23,1,0,13,28.2
"veg biryani, tandoori chicken, masala dosa",15,0,0,9,28.6
veg biryani,18,0,0,4,16.1
"naan, pizza",9,0,0,10,21.4
"veg biryani, pizza",5,0,0,4,21.1
burger,6,1,0,10,23.7
"pizza, chicken biryani, tandoori chicken",2,0,0,12,29.8
"veg biryani, tandoori chicken, naan",1,0,0,15,31.5
"pizza, tandoori chicken",6,0,1,2,25.7
"burger, veg biryani",19,0,0,4,22.8
"chicken biryani, veg biryani, pasta",5,0,0,18,34.7
pasta,20,0,0,2,22.8
"masala dosa, fried rice",8,1,0,12,25.6
"burger, paneer butter masala",20,1,0,16,37.6
naan,20,0,0,2,19.6
fried rice,22,1,0,7,22.6
"fried rice, masala dosa",18,1,0,11,29.5
"masala dosa, chicken biryani",17,0,0,18,30.5
"naan, veg biryani, burger",7,0,0,16,30.8
"masala dosa, pizza",5,0,0,1,19.4
"tandoori chicken, veg biryani, fried rice",3,0,0,4,27.5
pasta,7,0,0,12,18.8
"chicken biryani, burger",19,0,0,14,25.3
"chicken biryani, pasta",22,0,1,3,30.9
chicken biryani,17,1,0,4,18.5
"fried rice, naan, masala dosa",18,0,0,18,32.0
"veg biryani, burger, pasta",20,0,0,5,32.3
"pizza, tandoori chicken, burger",14,0,0,9,32.3
burger,13,0,0,13,28.4
masala dosa,9,1,0,13,25.2
paneer butter masala,17,0,0,18,25.8
"veg biryani, pizza",10,0,1,11,32.6
"chicken biryani, paneer butter masala, fried rice",1,0,0,13,30.4
"pasta, tandoori chicken, veg biryani",4,1,0,11,34.5
pasta,5,0,0,8,20.8
"pasta, tandoori chicken",21,0,0,6,27.7
"masala dosa, naan, burger",7,1,0,17,39.0
"fried rice, pizza",19,0,0,10,23.5
"pizza, tandoori chicken, naan",17,0,0,2,27.3
naan,20,0,1,7,28.7
veg biryani,18,0,0,10,20.9
"pizza, masala dosa",17,0,0,17,28.3
"pizza, naan",1,0,0,14,23.4
chicken biryani,1,0,0,12,23.3
veg biryani,6,0,0,10,20.4
"masala dosa, naan, pasta",23,0,0,18,32.3
veg biryani,19,1,0,11,23.9
veg biryani,22,0,0,16,21.9
masala dosa,17,1,0,18,27.1
"tandoori chicken, burger, pasta",2,1,0,12,35.4
naan,14,0,0,17,25.0
tandoori chicken,13,0,0,16,34.5
"masala dosa, paneer butter masala, burger",4,0,0,2,24.3
"fried rice, veg biryani",9,0,0,15,27.5
burger,10,0,0,4,17.4
"pizza, fried rice",8,1,0,3,25.1
chicken biryani,9,0,0,9,20.1
"masala dosa, fried rice, tandoori chicken",4,0,0,13,32.1
"naan, pasta, paneer butter masala",3,1,0,17,38.1
"chicken biryani, masala dosa, pasta",3,0,0,17,33.0
masala dosa,1,1,0,7,20.4
"veg biryani, paneer butter masala, tandoori chicken",23,0,0,2,27.7
"tandoori chicken, naan, masala dosa",17,0,0,7,27.0
"chicken biryani, pasta, pizza",9,0,0,15,32.7
naan,20,1,0,15,29.0
"masala dosa, veg biryani, tandoori chicken",19,0,0,11,28.8
"pizza, pasta, masala dosa",2,0,0,2,27.7
"paneer butter masala, burger",5,1,0,15,31.2
"fried rice, veg biryani",1,0,0,17,30.5
paneer butter masala,22,0,0,6,20.5
"burger, tandoori chicken, paneer butter masala",4,1,0,8,28.8
"pizza, veg biryani",23,1,0,13,30.8
"pizza, tandoori chicken",9,0,0,7,22.6
"pizza, burger, paneer butter masala",13,1,0,11,38.6
"veg biryani, fried rice, tandoori chicken",7,0,0,5,25.6
fried rice,2,0,0,10,20.9
pizza,8,0,0,3,15.2
veg biryani,0,0,0,9,18.5
burger,10,0,0,2,13.1
"naan, fried rice",22,0,0,2,18.2
"naan, chicken biryani",23,0,0,4,23.3
"masala dosa, fried rice, naan",8,0,0,16,32.8
tandoori chicken,8,1,0,15,26.3
"veg biryani, chicken biryani, naan",3,0,0,15,33.1
"fried rice, pasta",1,0,0,7,22.1
pasta,16,0,0,15,22.9
chicken biryani,6,0,0,2,16.7
pasta,0,0,0,19,28.4
chicken biryani,23,1,0,6,21.7
"pasta, chicken biryani",19,0,0,13,26.8
burger,2,0,0,11,22.8
"paneer butter masala, veg biryani",6,0,1,16,36.2
"masala dosa, chicken biryani, fried rice",14,0,0,6,29.2
"naan, pizza",6,1,0,3,23.8
"chicken biryani, fried rice, pizza",0,0,0,17,30.5
"pizza, burger, chicken biryani",21,0,0,18,37.0
"pizza, naan, chicken biryani",19,0,0,18,30.5
"pasta, paneer butter masala",22,0,0,4,24.1
tandoori chicken,10,0,0,9,21.3
"naan, paneer butter masala, pizza",13,0,0,7,32.3
"pasta, masala dosa, veg biryani",19,0,0,10,27.7
fried rice,18,0,0,17,26.3
"fried rice, veg biryani, chicken biryani",13,0,0,6,31.7
chicken biryani,16,1,0,5,22.6
"pasta, masala dosa, paneer butter masala",8,0,0,7,24.6
"burger, masala dosa",10,1,0,18,30.7
"chicken biryani, pasta, burger",3,0,0,9,35.9
"burger, veg biryani",9,0,0,4,24.7
paneer butter masala,20,0,0,1,20.6
paneer butter masala,20,0,0,14,28.7
"fried rice, naan",1,0,0,2,20.2
"pasta, veg biryani, paneer butter masala",0,1,0,12,34.1
"tandoori chicken, veg biryani, pizza",22,0,0,16,34.0
pasta,11,0,0,13,21.7
"paneer butter masala, pizza, fried rice",14,0,0,1,26.3
"fried rice, tandoori chicken",23,0,0,12,26.7
"naan, veg biryani, chicken biryani",0,0,0,1,29.7
burger,1,0,1,4,22.8
"chicken biryani, pasta",4,0,0,13,23.1
burger,10,0,0,8,17.8
"paneer butter masala, masala dosa, fried rice",21,0,0,10,33.1
"masala dosa, chicken biryani",19,0,0,11,26.2
paneer butter masala,2,0,0,3,16.0
"chicken biryani, pasta, pizza",14,0,0,18,32.6
"veg biryani, tandoori chicken, paneer butter masala",0,1,0,10,32.0
"paneer butter masala, chicken biryani",18,0,0,8,22.5
"fried rice, burger",18,0,0,1,21.4
burger,14,0,0,11,19.4
burger,0,0,0,5,18.6
"tandoori chicken, veg biryani",11,0,1,1,24.9
"pasta, pizza, tandoori chicken",21,0,0,5,32.2
"paneer butter masala, pizza, chicken biryani",23,1,0,3,27.6
"pizza, burger, chicken biryani",17,0,0,6,28.2
"burger, tandoori chicken, masala dosa",22,0,0,8,30.2
veg biryani,7,0,0,15,20.9
masala dosa,2,0,0,10,21.1
chicken biryani,23,0,1,10,27.5
"naan, fried rice",19,0,0,7,21.0
pasta,7,0,0,7,17.4
"paneer butter masala, masala dosa",7,0,0,6,26.3
"masala dosa, burger",20,1,0,15,34.1
"paneer butter masala, pasta",20,0,1,17,39.2
naan,15,0,0,17,22.3
"chicken biryani, tandoori chicken, masala dosa",1,0,0,6,23.8
naan,6,0,0,18,27.3
pizza,2,0,0,3,17.5
"burger, veg biryani",5,1,0,5,28.9
"pizza, paneer butter masala",3,1,0,15,30.1
"veg biryani, chicken biryani",11,0,0,19,29.2
"burger, tandoori chicken",22,0,0,12,28.1
"paneer butter masala, fried rice, chicken biryani",10,0,1,2,33.5
"chicken biryani, veg biryani, tandoori chicken",13,0,1,15,42.0
veg biryani,14,1,0,8,25.0
paneer butter masala,18,0,0,19,25.9
"pizza, tandoori chicken",10,0,0,4,22.1
pizza,17,0,0,10,18.4
"veg biryani, paneer butter masala, fried rice",22,0,0,7,29.7
pizza,18,1,0,6,22.1
"masala dosa, naan, pasta",22,0,0,2,24.4
"veg biryani, naan",10,0,0,11,26.8
"chicken biryani, pizza, masala dosa",21,0,0,4,36.4
burger,10,0,0,3,16.5
"tandoori chicken, pizza",16,0,0,16,30.3
"burger, chicken biryani, pizza",18,0,0,7,28.5
"paneer butter masala, tandoori chicken, burger",10,0,0,15,31.7
"paneer butter masala, chicken biryani",1,0,0,14,30.2
"pizza, chicken biryani, naan",7,0,0,8,26.3
"pasta, naan",15,0,0,5,23.7
"pizza, naan",1,1,0,17,30.8
"paneer butter masala, tandoori chicken, chicken biryani",13,0,0,12,34.2
pasta,18,0,0,11,21.4
"burger, chicken biryani, naan",4,0,0,5,26.5
masala dosa,21,0,0,7,26.5
"burger, chicken biryani",4,0,0,7,19.6
masala dosa,13,1,0,10,28.6
"paneer butter masala, veg biryani, burger",18,1,1,1,34.7
"tandoori chicken, naan",9,0,0,18,26.2
"naan, masala dosa, pizza",5,0,0,12,30.9
"veg biryani, naan, chicken biryani",4,0,0,5,25.9
"burger, veg biryani, pasta",12,0,0,3,30.2
"naan, fried rice, chicken biryani",5,0,0,18,37.9
"pizza, masala dosa, burger",9,0,0,1,24.1
"tandoori chicken, pizza",18,0,0,7,25.3
"fried rice, veg biryani, pizza",3,0,0,6,30.6
"pizza, tandoori chicken",16,0,0,11,27.4
"burger, tandoori chicken, veg biryani",20,0,1,10,45.9
"naan, pasta, pizza",22,0,0,2,24.2
"naan, fried rice, burger",1,0,0,4,28.7
"pizza, burger",19,0,0,2,19.4
veg biryani,9,0,0,6,17.3
"fried rice, tandoori chicken",7,0,0,17,29.8
"naan, tandoori chicken",9,0,0,12,24.8
"masala dosa, paneer butter masala",21,0,0,4,26.1
tandoori chicken,11,1,0,19,30.2
"naan, paneer butter masala",19,0,0,12,28.0
"paneer butter masala, fried rice, masala dosa",18,0,0,10,31.6
"naan, paneer butter masala",7,0,0,3,21.1
naan,0,0,0,11,22.4
"tandoori chicken, pasta",8,0,0,9,23.9
paneer butter masala,22,0,1,14,27.0
"burger, tandoori chicken",14,0,0,18,29.8
"veg biryani, fried rice",10,0,0,2,22.2
fried rice,12,0,1,2,28.6
chicken biryani,7,0,0,11,23.7
"chicken biryani, fried rice",5,0,0,19,33.6
burger,1,1,0,16,25.7
"tandoori chicken, pizza, burger",17,0,0,4,22.6
"chicken biryani, pasta, pizza",10,0,0,1,22.8
"masala dosa, chicken biryani",6,0,0,8,25.3
"tandoori chicken, pasta, chicken biryani",6,0,0,14,32.1
pasta,12,0,0,16,26.3
pasta,8,1,0,14,27.9
"pasta, pizza, burger",15,0,0,10,31.4
"pasta, paneer butter masala, chicken biryani",2,0,0,3,25.8
"veg biryani, fried rice, masala dosa",9,0,0,15,34.4
"tandoori chicken, paneer butter masala",15,0,0,9,25.1
"tandoori chicken, veg biryani",6,0,0,1,20.7
"fried rice, tandoori chicken, paneer butter masala",9,0,0,11,27.0
chicken biryani,17,0,0,17,24.3
"naan, fried rice, burger",23,0,0,14,31.6
masala dosa,6,0,0,12,21.6
naan,21,0,0,16,27.5
naan,11,0,0,18,21.4
"naan, pizza",20,0,0,14,27.8
"chicken biryani, naan",10,0,0,2,23.0
chicken biryani,9,0,0,18,25.3
naan,6,0,0,17,26.3
"pizza, naan, masala dosa",23,0,0,15,35.1
"pizza, pasta, chicken biryani",14,1,1,9,40.7
"tandoori chicken, burger",3,0,0,13,23.6
"tandoori chicken, burger",5,0,0,5,24.8
"naan, tandoori chicken",8,0,0,18,29.0
naan,6,0,0,13,21.2
naan,9,0,0,19,25.0
pasta,5,0,0,10,18.3
masala dosa,5,0,0,15,22.7
"masala dosa, paneer butter masala",18,0,0,9,24.6
burger,15,0,0,12,21.3
"tandoori chicken, fried rice, paneer butter masala",0,0,0,18,34.3
"paneer butter masala, tandoori chicken, masala dosa",2,0,0,9,29.0
"chicken biryani, naan, masala dosa",20,1,0,5,37.2
masala dosa,10,0,0,16,20.4
"fried rice, paneer butter masala",0,0,0,13,31.7
pasta,17,1,0,4,19.9
"pasta, pizza",9,0,0,6,22.5
"pizza, pasta, naan",9,0,0,18,34.6
"pasta, chicken biryani, veg biryani",8,0,0,1,20.4
"burger, fried rice",7,0,0,8,22.4
"naan, veg biryani, fried rice",4,0,0,10,28.3
"naan, paneer butter masala, pasta",23,0,0,10,32.8
"fried rice, burger",11,0,0,13,27.6
"tandoori chicken, fried rice",23,1,0,16,31.3
"pizza, chicken biryani",21,0,1,5,34.2
"pizza, burger, naan",1,0,0,16,30.5
"chicken biryani, pasta",14,0,0,10,27.6
"pizza, veg biryani",7,0,0,16,27.9
"naan, masala dosa",9,0,0,2,19.2
"naan, masala dosa",0,1,0,16,33.6
burger,2,0,0,1,16.7
"pizza, naan, pasta",16,0,1,12,36.2
"tandoori chicken, masala dosa",2,0,0,3,22.4
veg biryani,18,1,0,17,26.4
pizza,14,0,0,10,22.0
"veg biryani, chicken biryani",6,0,0,3,23.5
"chicken biryani, burger",9,0,0,3,24.6
"pizza, paneer butter masala, chicken biryani",17,0,0,18,34.1
naan,3,1,1,7,25.8
"pizza, veg biryani, burger",8,0,0,10,30.1
"veg biryani, pizza",19,1,0,7,26.8
tandoori chicken,21,0,0,4,22.8
"burger, masala dosa, tandoori chicken",2,0,0,8,29.5
veg biryani,16,0,0,18,21.7
"paneer butter masala, veg biryani",18,0,0,3,17.9
naan,22,0,0,11,21.1
"tandoori chicken, naan, burger",13,0,0,16,36.1
veg biryani,6,1,0,7,20.3
"chicken biryani, masala dosa",10,0,0,1,25.0
"veg biryani, naan",9,0,0,3,23.1
masala dosa,9,0,0,8,21.7
"veg biryani, pizza",22,0,0,18,29.6
"burger, paneer butter masala",1,0,0,17,30.4
"chicken biryani, tandoori chicken, masala dosa",7,0,0,5,29.4
naan,17,0,0,17,20.1
"pizza, veg biryani, burger",19,0,0,4,24.5
"burger, naan",5,0,0,12,26.5
"burger, naan, masala dosa",8,0,0,4,29.4
"naan, veg biryani, pasta",12,0,0,13,38.2
"fried rice, veg biryani",19,0,0,17,29.6
paneer butter masala,14,0,0,3,19.1
masala dosa,11,0,0,3,14.9
"tandoori chicken, fried rice, naan",16,0,0,12,31.6
"burger, veg biryani, fried rice",12,0,0,14,35.3
"chicken biryani, tandoori chicken, paneer butter masala",4,0,0,8,33.3
"fried rice, veg biryani",14,0,0,15,25.5
"masala dosa, fried rice",2,0,0,14,31.3
burger,12,0,0,13,26.3
burger,21,0,0,12,25.9
"naan, fried rice",16,0,0,1,21.2
"fried rice, tandoori chicken, veg biryani",5,0,0,9,28.4
"masala dosa, burger, tandoori chicken",3,0,0,3,27.8
fried rice,15,0,0,4,16.1
"pasta, naan, masala dosa",5,0,0,8,26.8
"naan, fried rice, chicken biryani",16,0,1,11,40.3
"chicken biryani, masala dosa, burger",18,0,0,18,33.3
pizza,18,0,1,3,19.2
chicken biryani,4,0,0,17,22.7
burger,1,0,0,7,16.7
"chicken biryani, burger, pasta",16,1,0,14,34.8
"chicken biryani, naan, fried rice",4,0,0,18,32.4
pizza,3,0,0,3,15.6
"chicken biryani, paneer butter masala",16,0,0,7,25.4
fried rice,14,0,0,9,17.7
"paneer butter masala, veg biryani",15,0,0,8,25.8
"burger, veg biryani, paneer butter masala",11,0,0,11,29.3
"naan, fried rice",14,0,0,11,26.9
"burger, tandoori chicken",17,0,0,15,28.9
masala dosa,20,0,0,2,20.6
"pizza, veg biryani",1,0,0,19,30.9
"chicken biryani, veg biryani",9,0,0,11,25.0
"pizza, naan, masala dosa",18,0,1,1,31.2
"pasta, naan, masala dosa",17,0,0,7,26.5
pasta,4,0,0,8,17.4
"pizza, tandoori chicken, masala dosa",13,0,0,11,36.3
"tandoori chicken, pizza",23,0,0,17,29.6
"burger, fried rice, pizza",8,0,0,15,30.3
"fried rice, masala dosa",15,1,0,2,23.9
"pizza, naan",12,0,0,1,27.7
tandoori chicken,11,0,0,3,18.0
"paneer butter masala, fried rice, burger",14,0,0,5,28.0
tandoori chicken,16,1,0,17,25.8
"veg biryani, masala dosa",10,1,0,18,32.4
"tandoori chicken, paneer butter masala, chicken biryani",3,0,0,9,32.7
"pasta, masala dosa",22,0,0,2,19.2
"pizza, naan",23,0,0,4,20.6
"naan, veg biryani, pasta",18,0,0,10,30.3
"naan, masala dosa",21,0,0,5,26.6
"tandoori chicken, paneer butter masala, naan",20,0,0,9,34.0
"tandoori chicken, chicken biryani, veg biryani",10,0,0,19,31.9
masala dosa,14,0,0,6,16.8
"veg biryani, pizza",19,0,0,3,21.0
fried rice,4,0,0,5,20.2
"masala dosa, pizza, naan",21,0,0,2,32.3
"fried rice, chicken biryani, pasta",18,0,0,19,35.8
"naan, paneer butter masala",2,0,0,9,25.2
pizza,20,0,0,11,23.9
masala dosa,3,1,0,17,27.8
chicken biryani,9,0,0,2,14.3
"paneer butter masala, masala dosa, chicken biryani",13,1,0,7,34.7
"tandoori chicken, burger",18,1,0,11,28.6
"veg biryani, tandoori chicken",13,0,0,11,34.2
naan,18,1,1,7,30.6
"burger, naan",23,0,0,12,27.8
pizza,14,1,1,8,28.5
"tandoori chicken, pasta, burger",17,1,0,10,31.8
"pasta, paneer butter masala",21,0,0,8,29.8
"chicken biryani, tandoori chicken, burger",21,1,0,10,36.3
"naan, veg biryani, pizza",18,0,0,3,28.5
"fried rice, pasta, masala dosa",9,0,0,4,28.8
"burger, paneer butter masala, fried rice",7,1,0,15,38.8
"burger, fried rice",5,1,0,4,23.7
burger,4,0,0,13,19.2
"naan, veg biryani, chicken biryani",13,0,0,6,35.4
"tandoori chicken, pasta, pizza",0,0,0,8,26.2
veg biryani,6,0,0,16,21.8
"masala dosa, burger",18,1,0,12,30.3
burger,22,0,0,5,13.4
"chicken biryani, veg biryani",6,0,0,8,21.9
naan,0,0,0,5,18.0
"naan, veg biryani, burger",6,0,0,19,37.2
"veg biryani, fried rice, masala dosa",22,0,0,9,29.1
"burger, paneer butter masala",23,0,0,9,25.4
"tandoori chicken, burger",16,0,0,5,17.4
"naan, chicken biryani",1,0,0,15,25.7
pizza,15,0,0,9,21.1
fried rice,11,1,0,8,20.5
"fried rice, pasta, veg biryani",20,1,0,13,38.8
"naan, chicken biryani",14,0,0,16,26.4
"tandoori chicken, fried rice",19,0,0,5,21.7
"naan, chicken biryani, veg biryani",6,0,0,17,35.6
"masala dosa, pizza",1,0,0,14,25.6
chicken biryani,20,0,0,4,22.6
"chicken biryani, tandoori chicken",22,0,0,8,23.9
"tandoori chicken, burger",9,0,0,15,25.9
"chicken biryani, burger",11,0,0,18,26.1
"fried rice, masala dosa",3,1,0,15,29.2
chicken biryani,20,0,0,3,19.7
pasta,22,0,0,5,20.4
veg biryani,17,0,0,8,16.8
"paneer butter masala, veg biryani, pasta",11,0,0,13,35.6
"pizza, naan, chicken biryani",20,0,0,9,33.4
paneer butter masala,9,0,0,17,22.1
fried rice,20,0,0,8,25.8
pizza,0,0,0,6,16.1
fried rice,5,0,0,13,24.4
pizza,8,0,0,5,18.8
"tandoori chicken, pasta",15,1,0,1,22.2
"fried rice, pizza",17,0,0,4,21.5
