items,hour,rain,event,kitchen_load,prep_time
"chicken biryani, paneer butter masala, tandoori chicken",13,0,0,9,32.8
pasta,8,0,0,3,13.7
"naan, masala dosa",7,1,0,3,24.1
chicken biryani,2,0,0,19,26.0
"pasta, naan",7,0,0,6,20.5
"masala dosa, veg biryani",15,0,0,12,27.5
paneer butter masala,4,0,0,16,19.6
"tandoori chicken, fried rice",14,0,0,18,30.5
"masala dosa, paneer butter masala",14,0,0,2,20.6
"naan, pasta",9,0,0,5,23.5
pizza,5,0,0,6,19.0
"chicken biryani, pizza, burger",18,0,0,10,26.7
"fried rice, pizza, chicken biryani",13,0,0,17,38.5
"naan, burger",10,0,1,19,37.9
"veg biryani, pizza, tandoori chicken",5,0,0,9,29.7
"naan, pizza",1,0,0,10,25.5
"naan, chicken biryani",18,0,0,2,17.4
"fried rice, pasta",5,0,1,4,29.9
"fried rice, masala dosa",21,0,0,8,28.6
naan,23,0,0,6,18.0
pizza,14,0,0,14,22.9
"chicken biryani, burger",4,1,0,12,25.0
pasta,20,0,0,17,28.6
masala dosa,13,0,0,14,26.1
"burger, paneer butter masala",10,0,0,15,25.5
veg biryani,2,0,0,2,17.4
"veg biryani, chicken biryani, paneer butter masala",1,0,0,10,30.6
"fried rice, veg biryani, pizza",12,0,0,18,36.7
"veg biryani, pizza",3,0,0,7,23.4
"masala dosa, paneer butter masala",9,0,0,4,21.0
"pasta, fried rice",16,0,0,3,21.4
pizza,12,0,0,4,22.7
chicken biryani,10,1,0,6,21.5
"pizza, paneer butter masala, naan",12,0,0,13,36.5
tandoori chicken,4,0,0,12,21.0
"paneer butter masala, fried rice, veg biryani",14,0,0,17,32.7
paneer butter masala,20,0,0,9,24.3
"fried rice, masala dosa, veg biryani",0,0,0,3,27.7
"veg biryani, chicken biryani, masala dosa",23,0,0,6,24.8
"paneer butter masala, pasta, masala dosa",7,0,0,13,30.8
veg biryani,13,0,0,18,27.4
"masala dosa, tandoori chicken",5,0,0,4,20.6
"veg biryani, masala dosa",6,0,0,10,25.1
"chicken biryani, pasta",23,0,0,12,27.4
"pizza, chicken biryani, veg biryani",19,0,0,2,21.8
"veg biryani, chicken biryani, pizza",8,0,0,6,31.8
chicken biryani,9,1,0,6,21.2
"pizza, tandoori chicken, burger",5,0,0,17,34.3
"naan, masala dosa, pizza",15,0,1,6,39.4
"fried rice, naan",2,0,0,9,25.3
veg biryani,0,0,1,3,23.3
pasta,15,0,0,7,18.2
veg biryani,6,0,0,1,12.5
"pizza, paneer butter masala, pasta",19,0,0,14,29.1
"chicken biryani, masala dosa, paneer butter masala",7,1,0,13,33.5
"naan, chicken biryani, tandoori chicken",13,1,0,8,39.7
"chicken biryani, tandoori chicken",16,0,0,6,22.5
chicken biryani,15,0,0,2,16.8
"masala dosa, pizza, burger",7,0,0,17,32.8
"naan, paneer butter masala",21,1,1,18,40.4
"burger, masala dosa",5,0,0,4,24.8
pizza,2,1,0,8,23.7
fried rice,21,0,0,18,26.9
chicken biryani,20,0,0,16,30.2
"veg biryani, masala dosa",10,0,0,10,24.0
"naan, paneer butter masala, fried rice",12,0,0,2,32.0
pizza,18,1,0,12,20.8
"pizza, veg biryani",8,0,0,6,24.7
"pizza, fried rice",21,0,0,14,31.6
"paneer butter masala, tandoori chicken, veg biryani",15,1,1,5,37.4
masala dosa,9,0,0,10,17.7
"veg biryani, masala dosa",19,1,0,11,30.9
"tandoori chicken, masala dosa",13,0,0,3,24.4
veg biryani,17,1,0,15,25.9
"chicken biryani, burger, tandoori chicken",10,0,0,8,27.0
"pasta, tandoori chicken, pizza",17,1,0,19,36.8
"burger, paneer butter masala",3,0,0,4,19.8
naan,12,1,0,13,26.9
"naan, tandoori chicken, pizza",8,0,0,17,31.5
tandoori chicken,5,0,1,4,27.3
burger,17,0,0,10,24.7
"masala dosa, burger",18,0,0,13,21.2
pasta,12,0,1,14,32.2
"tandoori chicken, naan",21,1,0,3,29.5
"burger, veg biryani",10,0,0,9,25.6
tandoori chicken,2,0,0,2,16.1
burger,2,0,0,4,17.8
masala dosa,5,0,0,5,17.4
"naan, burger, fried rice",13,0,0,12,35.8
pizza,2,0,0,9,17.0
"pizza, paneer butter masala",11,0,0,8,25.3
"pasta, naan",4,1,1,9,37.8
"paneer butter masala, chicken biryani",4,1,1,17,39.8
"fried rice, veg biryani, tandoori chicken",6,0,0,12,31.6
paneer butter masala,20,0,0,2,21.5
"burger, veg biryani",23,1,0,10,26.8
veg biryani,4,1,0,4,20.2
veg biryani,19,1,0,1,18.8
"naan, paneer butter masala, pizza",3,0,0,7,27.4
"masala dosa, paneer butter masala, veg biryani",23,0,0,15,34.5
"tandoori chicken, paneer butter masala",2,0,1,6,27.8
naan,6,0,0,12,21.2
chicken biryani,13,0,0,9,23.6
"pizza, burger",17,1,0,6,23.5
"naan, pasta",0,0,0,14,27.6
"naan, veg biryani, chicken biryani",0,0,1,3,32.8
"pasta, veg biryani",16,0,0,7,24.1
"pasta, naan",8,1,0,4,28.4
fried rice,16,0,0,1,14.8
"chicken biryani, fried rice, pasta",0,0,0,15,34.9
"burger, naan, masala dosa",4,0,0,10,32.2
"veg biryani, burger, chicken biryani",6,0,0,4,26.1
"fried rice, masala dosa",17,0,1,17,38.9
"pasta, masala dosa, burger",16,0,0,3,26.7
"masala dosa, chicken biryani, burger",17,0,0,6,29.1
"paneer butter masala, tandoori chicken",11,0,0,19,32.0
"burger, paneer butter masala",13,0,0,11,31.6
"tandoori chicken, paneer butter masala, veg biryani",23,1,0,8,32.5
"tandoori chicken, veg biryani, naan",14,0,0,8,30.0
"chicken biryani, veg biryani",7,0,1,2,29.3
"masala dosa, fried rice, chicken biryani",1,0,0,15,34.4
"tandoori chicken, paneer butter masala, fried rice",11,1,0,13,36.1
"pasta, naan, burger",1,0,0,18,31.6
"masala dosa, tandoori chicken",10,0,0,9,26.9
"paneer butter masala, tandoori chicken, pizza",20,0,0,5,36.0
"masala dosa, fried rice, tandoori chicken",1,0,0,19,33.0
"fried rice, pasta",22,0,0,19,28.3
"tandoori chicken, fried rice, pasta",19,0,0,4,25.9
"burger, fried rice, masala dosa",8,0,1,6,36.1
"naan, burger, veg biryani",16,0,0,14,33.0
"pizza, masala dosa",1,1,0,4,21.4
pasta,21,0,0,11,27.3
"naan, fried rice",0,0,0,17,30.2
"chicken biryani, masala dosa",15,0,0,10,25.0
"pasta, naan, chicken biryani",18,1,0,7,32.7
masala dosa,23,0,0,6,15.3
tandoori chicken,2,1,0,14,23.5
naan,22,1,0,11,22.6
pasta,6,0,0,8,15.8
"fried rice, pizza",19,0,1,5,28.6
fried rice,8,0,0,13,20.7
naan,4,0,0,12,24.5
"naan, tandoori chicken",15,1,0,12,34.7
chicken biryani,4,0,0,10,21.9
masala dosa,8,0,0,4,13.9
chicken biryani,3,0,0,14,21.4
masala dosa,16,0,0,19,27.2
"veg biryani, pizza",19,0,0,17,27.9
"naan, pizza",0,0,0,11,26.8
"tandoori chicken, pasta, masala dosa",7,0,0,6,28.2
"chicken biryani, naan",17,0,0,6,23.8
paneer butter masala,13,0,0,4,19.7
chicken biryani,13,0,0,12,27.8
"chicken biryani, naan",5,0,0,18,27.8
"fried rice, naan",0,0,0,10,26.6
chicken biryani,22,0,1,5,21.6
"burger, tandoori chicken, veg biryani",10,0,0,13,30.3
burger,16,0,0,12,23.1
"naan, chicken biryani, pasta",21,0,0,4,31.0
"pasta, fried rice",10,0,0,17,30.8
"tandoori chicken, pizza, veg biryani",11,0,0,5,29.1
"chicken biryani, pizza, pasta",8,1,0,12,31.4
"tandoori chicken, masala dosa",5,0,0,7,23.4
chicken biryani,9,0,0,6,17.1
burger,15,0,0,15,23.4
burger,14,0,0,19,22.6
"pasta, pizza, chicken biryani",0,0,0,18,36.1
"paneer butter masala, fried rice",8,0,0,8,23.3
pizza,3,0,0,3,14.2
"fried rice, paneer butter masala",3,0,0,7,22.5
"veg biryani, pasta",17,1,0,13,25.0
"masala dosa, chicken biryani, pizza",22,1,0,11,31.1
"burger, tandoori chicken",4,0,0,4,20.8
"burger, masala dosa, fried rice",7,0,0,3,23.7
"paneer butter masala, pasta",3,0,0,1,21.9
"pasta, veg biryani",20,0,0,13,31.8
"pizza, masala dosa",14,0,0,12,28.5
"naan, fried rice, tandoori chicken",13,0,1,16,42.1
veg biryani,5,0,0,10,22.1
fried rice,15,0,1,18,33.4
"fried rice, masala dosa",7,0,0,10,25.9
veg biryani,16,0,0,9,17.5
"veg biryani, burger, pasta",15,0,0,7,28.6
burger,4,1,0,8,19.2
"burger, veg biryani, chicken biryani",13,1,0,10,38.1
"burger, tandoori chicken, masala dosa",8,0,1,14,39.7
"masala dosa, chicken biryani, pasta",18,0,0,16,33.4
naan,16,0,0,6,16.9
"burger, masala dosa",14,0,0,7,22.6
"pizza, tandoori chicken, burger",4,0,0,16,37.0
"burger, paneer butter masala",17,1,0,14,31.0
"tandoori chicken, chicken biryani, pizza",6,0,0,6,30.9
"fried rice, paneer butter masala, masala dosa",4,1,1,9,42.1
"masala dosa, pizza",16,0,0,3,21.0
veg biryani,14,0,0,3,16.2
"tandoori chicken, chicken biryani",14,0,0,17,27.3
pizza,4,0,0,1,14.4
"chicken biryani, tandoori chicken, paneer butter masala",17,0,0,3,22.8
"naan, fried rice",15,0,0,11,27.1
masala dosa,17,1,0,13,23.2
"chicken biryani, pizza, veg biryani",15,0,0,9,28.6
fried rice,4,0,0,4,16.1
"pizza, masala dosa",22,0,0,10,21.4
masala dosa,13,0,0,4,21.1
fried rice,7,1,0,10,23.7
tandoori chicken,5,0,0,12,19.8
"masala dosa, naan, pasta",13,0,0,15,36.5
"paneer butter masala, naan, pasta",9,0,1,2,30.7
"fried rice, pasta",20,0,0,4,27.8
"chicken biryani, naan, fried rice",23,0,0,18,34.7
"fried rice, veg biryani, pizza",21,0,0,2,32.8
"paneer butter masala, pizza",18,1,0,12,25.6
"chicken biryani, paneer butter masala, veg biryani",21,1,0,16,42.6
"fried rice, chicken biryani",9,0,0,2,19.6
veg biryani,11,1,0,7,22.6
"pasta, pizza, paneer butter masala",12,1,0,11,39.5
fried rice,22,0,0,18,25.5
"tandoori chicken, masala dosa",5,0,0,16,25.8
veg biryani,22,0,0,1,14.4
"veg biryani, burger",10,0,0,4,22.5
"veg biryani, naan",22,0,0,12,23.8
"pizza, tandoori chicken",4,0,0,14,25.3
"burger, tandoori chicken",12,0,1,3,35.9
"pasta, paneer butter masala",1,1,0,4,23.5
"paneer butter masala, pasta, chicken biryani",18,0,0,18,32.0
"pasta, veg biryani",17,0,0,5,22.3
"burger, naan",1,0,0,9,27.3
fried rice,17,0,0,13,23.4
paneer butter masala,21,1,0,13,30.2
chicken biryani,15,0,0,18,25.8
chicken biryani,7,0,1,11,27.6
tandoori chicken,23,0,0,13,20.4
"pasta, naan, pizza",7,1,0,11,34.5
fried rice,5,0,0,8,20.8
"pasta, chicken biryani",11,0,0,6,22.7
"pasta, pizza, veg biryani",3,1,0,17,39.0
"pasta, paneer butter masala, naan",12,0,0,10,33.5
naan,14,0,0,2,17.3
"paneer butter masala, veg biryani, burger",20,0,1,7,38.7
"paneer butter masala, fried rice",6,0,0,10,25.9
fried rice,13,0,0,17,28.3
"tandoori chicken, burger, naan",12,0,0,14,33.4
masala dosa,14,0,0,12,23.3
"pasta, tandoori chicken, veg biryani",5,0,0,10,30.4
"chicken biryani, tandoori chicken",12,0,0,18,32.3
"naan, burger, pizza",23,1,0,11,33.9
paneer butter masala,10,0,0,16,21.9
veg biryani,10,1,0,18,27.1
"paneer butter masala, pizza",17,1,0,12,30.4
"naan, pizza",15,0,0,17,30.0
"fried rice, pasta",5,0,0,16,34.5
"masala dosa, pizza",20,0,0,2,24.3
paneer butter masala,15,0,0,15,22.5
"tandoori chicken, paneer butter masala, pasta",22,0,0,4,27.4
naan,6,1,0,3,20.1
naan,15,0,0,9,20.1
tandoori chicken,13,0,0,13,27.1
"chicken biryani, naan",13,1,0,17,38.1
"naan, chicken biryani",2,0,0,17,28.0
fried rice,11,1,0,7,20.4
"tandoori chicken, paneer butter masala, chicken biryani",17,0,0,2,27.7
naan,23,0,0,7,17.0
"fried rice, tandoori chicken",3,0,0,15,27.7
"chicken biryani, paneer butter masala",3,1,0,15,29.0
"paneer butter masala, pizza, naan",12,0,0,11,33.8
"burger, veg biryani",13,0,0,2,27.7
"pizza, naan, chicken biryani",11,1,0,15,36.2
"fried rice, pasta, pizza",16,0,0,17,35.5
chicken biryani,15,0,0,6,20.5
"fried rice, masala dosa, tandoori chicken",14,1,0,8,28.8
"paneer butter masala, fried rice, chicken biryani",17,1,0,13,35.8
burger,16,0,0,7,17.6
fried rice,2,1,0,11,23.6
"fried rice, tandoori chicken",13,0,0,5,25.6
burger,15,0,0,10,20.9
paneer butter masala,6,0,0,3,15.2
"paneer butter masala, naan, veg biryani",23,0,0,9,28.5
"fried rice, tandoori chicken",5,0,0,2,18.1
"tandoori chicken, burger",14,0,0,2,18.2
fried rice,7,0,0,4,18.3
fried rice,3,0,0,16,22.8
fried rice,22,1,0,15,26.3
veg biryani,17,0,0,15,23.1
veg biryani,7,0,0,7,17.1
pasta,3,0,0,15,22.9
"tandoori chicken, chicken biryani",14,0,0,2,21.7
"paneer butter masala, fried rice",11,0,0,19,33.4
"burger, pasta, fried rice",1,1,0,6,31.7
"tandoori chicken, chicken biryani",19,0,0,13,26.8
"pizza, pasta",3,0,0,11,27.8
"pizza, chicken biryani, pasta",16,0,1,16,41.2
"pasta, fried rice",14,0,0,6,24.2
pizza,22,1,0,3,18.8
"paneer butter masala, chicken biryani",1,0,0,17,25.5
"burger, masala dosa, tandoori chicken",3,0,0,18,32.0
"pasta, pizza",18,0,0,18,25.5
"burger, pasta",4,0,0,4,24.1
"pizza, naan",11,0,0,9,26.3
"chicken biryani, fried rice, masala dosa",17,0,0,7,27.3
pizza,10,0,0,10,17.7
"masala dosa, pizza, pasta",4,0,0,17,36.3
veg biryani,8,0,0,6,16.7
masala dosa,13,1,0,5,27.6
veg biryani,1,0,0,7,14.6
"paneer butter masala, pasta",5,1,0,18,30.7
"paneer butter masala, veg biryani",19,0,0,9,30.9
"burger, tandoori chicken, chicken biryani",21,0,0,4,34.7
pasta,6,0,0,1,15.6
"fried rice, tandoori chicken, pasta",15,0,0,14,33.7
"veg biryani, paneer butter masala, burger",14,0,0,2,25.2
"paneer butter masala, veg biryani, fried rice",11,1,0,12,34.1
"burger, pasta, chicken biryani",5,0,0,16,34.0
masala dosa,3,0,0,13,21.7
"pasta, masala dosa, tandoori chicken",6,0,0,1,26.3
naan,16,0,0,12,21.7
"veg biryani, pasta",15,0,0,1,24.7
burger,11,0,1,4,22.8
"fried rice, tandoori chicken",6,0,0,13,23.1
"chicken biryani, paneer butter masala",20,0,0,8,27.8
"chicken biryani, tandoori chicken, pizza",0,0,0,10,28.1
"burger, naan",11,0,0,11,26.2
"chicken biryani, burger, pasta",5,0,0,3,26.0
"pizza, burger",12,0,0,18,32.6
"masala dosa, naan, pasta",18,1,0,10,32.0
"veg biryani, paneer butter masala, chicken biryani",13,0,0,8,32.5
pizza,1,0,0,1,16.4
chicken biryani,18,0,0,11,19.4
"pizza, burger, masala dosa",1,0,0,5,28.6
masala dosa,18,0,1,1,19.9
"burger, chicken biryani",10,0,0,5,22.2
"fried rice, chicken biryani, masala dosa",12,1,0,3,32.6
"chicken biryani, veg biryani",4,0,0,6,23.2
chicken biryani,13,0,0,8,25.2
naan,5,0,0,15,20.9
"pasta, naan, tandoori chicken",9,0,0,10,31.1
"pasta, fried rice, naan",2,0,1,10,37.5
"naan, masala dosa",10,0,0,7,21.0
"chicken biryani, paneer butter masala, masala dosa",2,0,0,7,27.4
"paneer butter masala, veg biryani",14,0,0,6,26.3
fried rice,1,1,0,15,24.1
veg biryani,12,0,1,17,34.2
"pizza, naan, masala dosa",6,0,0,17,32.3
"naan, tandoori chicken",13,0,0,6,23.8
"veg biryani, fried rice",12,0,0,18,37.3
"veg biryani, fried rice, tandoori chicken",23,0,0,3,27.5
paneer butter masala,17,1,0,5,23.9
pasta,16,1,0,15,25.1
"paneer butter masala, burger, fried rice",22,0,0,19,34.2
naan,0,0,0,12,23.1
"masala dosa, naan",6,0,1,2,28.5
paneer butter masala,16,0,1,15,27.0
"veg biryani, paneer butter masala",3,1,0,8,30.0
"paneer butter masala, masala dosa, chicken biryani",20,0,0,19,40.9
"burger, fried rice, masala dosa",1,0,0,4,27.1
"burger, paneer butter masala, masala dosa",22,0,0,10,28.4
"paneer butter masala, fried rice, naan",16,0,0,7,29.7
"pasta, tandoori chicken, burger",5,1,0,6,32.1
tandoori chicken,9,0,0,2,14.4
"burger, naan, chicken biryani",13,0,0,11,36.8
"burger, naan, pizza",12,0,0,4,36.4
"tandoori chicken, burger",20,0,0,3,26.5
"naan, pizza, tandoori chicken",17,0,0,16,35.3
"burger, masala dosa, naan",2,0,0,7,28.5
paneer butter masala,6,0,0,15,21.7
"fried rice, chicken biryani, veg biryani",11,0,0,14,35.2
"burger, fried rice, naan",20,0,0,8,31.3
pizza,1,0,0,5,18.7
"naan, fried rice",0,1,0,17,30.8
chicken biryani,5,0,0,12,19.2
"paneer butter masala, pizza",19,0,0,11,26.4
paneer butter masala,18,0,0,5,16.5
tandoori chicken,16,0,0,7,21.5
fried rice,7,0,0,7,14.6
naan,11,1,0,10,23.6
"naan, masala dosa, tandoori chicken",18,1,1,1,34.7
"tandoori chicken, paneer butter masala",3,0,0,18,26.2
"paneer butter masala, pasta, veg biryani",10,0,0,12,30.9
pasta,11,0,0,5,15.9
"paneer butter masala, fried rice, masala dosa",7,0,0,3,25.2
naan,14,0,0,18,27.9
fried rice,4,0,0,1,14.1
"pizza, masala dosa",2,0,0,7,25.3
"veg biryani, paneer butter masala, fried rice",12,0,0,6,35.6
"burger, masala dosa",11,0,0,11,27.4
"naan, masala dosa, burger",18,0,1,10,40.9
fried rice,1,0,0,2,14.2
"pizza, naan, burger",21,0,0,4,33.7
"tandoori chicken, pasta",23,0,0,2,19.4
paneer butter masala,4,0,0,6,17.3
masala dosa,19,0,0,17,24.8
pasta,2,0,0,12,19.8
"masala dosa, pizza",6,0,0,4,21.1
chicken biryani,10,1,0,19,30.2
"naan, masala dosa, tandoori chicken",21,0,0,12,38.0
"veg biryani, burger, pasta",9,0,0,10,31.6
"masala dosa, tandoori chicken, naan",0,0,0,3,26.1
"burger, naan",8,0,0,11,27.4
masala dosa,22,0,0,9,18.9
"veg biryani, chicken biryani, masala dosa",23,0,1,14,37.0
"pasta, chicken biryani",19,0,0,18,29.8
"chicken biryani, veg biryani",5,0,0,2,22.2
"chicken biryani, pasta, paneer butter masala",17,0,1,2,33.6
tandoori chicken,15,0,0,11,23.7
"naan, masala dosa, pizza",7,0,0,19,38.6
"burger, pasta, tandoori chicken",0,1,0,16,35.7
pizza,4,0,0,4,12.6
veg biryani,17,0,0,1,12.8
paneer butter masala,2,0,0,8,20.3
"fried rice, pasta, tandoori chicken",1,0,0,14,32.1
"veg biryani, naan",3,0,0,16,26.3
pizza,21,1,0,14,32.9
"veg biryani, naan, chicken biryani",5,0,0,10,31.4
veg biryani,22,0,0,3,15.8
fried rice,3,0,0,15,24.4
"paneer butter masala, fried rice, masala dosa",3,0,0,9,30.1
"burger, pizza",8,0,0,1,20.7
"pizza, fried rice, veg biryani",2,0,0,11,27.0
tandoori chicken,22,0,0,17,24.3
"burger, masala dosa",7,0,0,14,26.6
"veg biryani, chicken biryani",6,0,0,12,26.6
"veg biryani, pasta",23,0,0,16,27.5
"chicken biryani, pasta",8,0,0,18,26.4
"chicken biryani, tandoori chicken",9,0,0,14,22.8
"naan, tandoori chicken, chicken biryani",13,0,0,2,33.0
"chicken biryani, veg biryani, pizza",7,0,0,18,35.3
paneer butter masala,18,0,0,17,26.3
naan,15,0,0,15,25.1
"paneer butter masala, pizza",3,1,1,9,35.7
paneer butter masala,0,0,0,13,18.6
"burger, pasta",14,0,0,5,24.8
"naan, burger, tandoori chicken",17,0,0,18,34.0
"chicken biryani, burger",19,0,0,13,26.2
"pizza, paneer butter masala, masala dosa",6,0,0,19,35.0
"fried rice, paneer butter masala",20,0,0,10,28.3
"naan, burger, chicken biryani",9,0,0,15,32.7
"paneer butter masala, pizza, naan",21,0,0,9,34.6
"burger, masala dosa, chicken biryani",1,0,0,12,31.3
"fried rice, chicken biryani",9,0,0,18,29.3
naan,19,0,0,9,19.0
"chicken biryani, veg biryani, paneer butter masala",0,1,0,5,32.2
veg biryani,23,0,0,16,20.4
chicken biryani,20,0,0,13,31.7
"pizza, burger, pasta",20,1,0,4,34.9
"pizza, veg biryani, masala dosa",18,0,0,6,27.5
fried rice,0,0,0,18,24.6
fried rice,0,0,0,1,10.4
"pizza, tandoori chicken, chicken biryani",16,0,0,8,27.4
"veg biryani, tandoori chicken, paneer butter masala",12,0,0,10,33.3
"masala dosa, paneer butter masala",5,0,0,10,27.8
"tandoori chicken, masala dosa, fried rice",22,0,0,13,32.6
"masala dosa, pizza, paneer butter masala",2,1,0,16,36.3
"pasta, paneer butter masala",5,0,1,5,29.2
paneer butter masala,2,0,0,16,20.5
"pasta, masala dosa",23,0,0,10,27.6
"veg biryani, pizza",21,0,0,16,32.9
"paneer butter masala, pizza, fried rice",12,0,0,2,29.2
"naan, paneer butter masala, fried rice",0,1,0,16,38.6
"fried rice, pasta",4,0,0,1,21.7
pasta,0,0,1,12,26.2
paneer butter masala,21,0,0,3,22.4
"pasta, fried rice",0,1,0,17,31.4
"burger, masala dosa, fried rice",15,0,0,10,32.0
chicken biryani,2,0,0,3,18.5
"naan, tandoori chicken",11,0,0,3,24.6
"masala dosa, paneer butter masala",21,0,0,18,34.1
pizza,2,1,1,7,25.8
"chicken biryani, paneer butter masala, pizza",22,0,0,10,30.1
naan,0,1,0,7,21.8
"naan, chicken biryani",2,0,0,4,22.8
"pizza, chicken biryani, fried rice",7,0,0,8,29.5
"fried rice, burger",13,0,0,18,31.7
"naan, veg biryani, pasta",13,0,0,3,27.9
chicken biryani,18,0,0,11,21.1
"fried rice, paneer butter masala",11,0,0,16,26.1
"pasta, masala dosa",19,1,0,7,25.3
fried rice,7,0,0,1,20.0
"paneer butter masala, masala dosa",21,0,0,3,28.1
"veg biryani, paneer butter masala",21,0,0,8,31.7
"naan, paneer butter masala, masala dosa",22,0,0,18,34.6
fried rice,11,0,0,17,25.4
pizza,10,0,0,5,19.4
paneer butter masala,13,0,0,17,25.1
fried rice,19,0,0,4,14.5
naan,23,0,0,12,21.5
"tandoori chicken, pizza",22,0,0,4,24.4
fried rice,23,0,0,13,23.2
pizza,18,0,0,17,24.6
"veg biryani, pasta, fried rice",17,0,0,3,29.1
"pizza, naan",21,0,0,3,24.9
tandoori chicken,20,0,0,12,26.6
pizza,13,0,0,14,25.3
"pasta, chicken biryani, paneer butter masala",13,0,0,8,38.3
fried rice,23,0,0,15,20.5
"fried rice, pizza",21,0,0,14,36.3
"masala dosa, naan",19,0,0,13,26.3
"burger, pizza",15,0,0,12,25.9
pasta,13,0,0,1,21.2
"masala dosa, chicken biryani, naan",16,0,0,9,28.4
"chicken biryani, pasta",23,0,0,3,22.8
"veg biryani, masala dosa, naan",17,0,0,4,26.1
"masala dosa, paneer butter masala",14,0,0,8,21.8
"tandoori chicken, burger",20,0,1,11,40.3
"veg biryani, fried rice",17,0,0,18,28.3
"chicken biryani, burger",7,0,1,3,24.2
fried rice,18,0,0,17,22.7
masala dosa,14,0,0,7,16.7
paneer butter masala,6,1,0,14,24.8
"paneer butter masala, fried rice",2,0,0,18,27.4
"pizza, chicken biryani, paneer butter masala",1,0,0,3,25.6
"veg biryani, tandoori chicken, fried rice",10,0,0,7,30.4
"paneer butter masala, tandoori chicken, pasta",9,0,0,9,27.7
"veg biryani, tandoori chicken, pizza",5,0,0,8,30.8
"paneer butter masala, pizza, burger",3,0,0,11,29.3
fried rice,15,0,0,11,21.9
pizza,6,0,0,15,23.9
"veg biryani, masala dosa",23,0,0,2,20.6
"pizza, veg biryani",17,0,0,19,30.9
"fried rice, burger, masala dosa",3,0,0,11,30.0
"chicken biryani, fried rice, naan",12,0,1,1,36.2
fried rice,12,0,0,7,21.5
naan,23,0,0,8,17.4
"veg biryani, chicken biryani, tandoori chicken",23,0,0,11,31.3
"burger, masala dosa, chicken biryani",15,0,0,17,34.6
"pasta, veg biryani, chicken biryani",19,0,0,15,30.3
"tandoori chicken, naan, pizza",2,1,0,2,28.9
"veg biryani, pizza",2,0,0,1,22.7
paneer butter masala,8,0,0,3,18.0
pizza,20,0,0,5,23.0
pizza,5,1,0,17,25.8
"masala dosa, naan",4,1,0,18,32.4
"fried rice, burger",19,0,0,9,27.7
"pasta, masala dosa",8,0,0,2,19.2
pasta,9,0,0,4,15.6
"masala dosa, paneer butter masala, tandoori chicken",13,0,0,10,35.3
"tandoori chicken, paneer butter masala, chicken biryani",5,0,0,5,26.6
masala dosa,7,0,0,9,19.0
fried rice,7,0,0,19,21.9
"veg biryani, paneer butter masala",12,0,0,6,26.8
pasta,9,0,0,3,16.0
"tandoori chicken, paneer butter masala, veg biryani",17,0,0,5,30.2
masala dosa,4,0,0,2,17.3
veg biryani,11,0,0,19,25.8
tandoori chicken,7,0,0,9,20.2
naan,5,0,0,11,18.9
"pasta, burger",3,1,0,17,32.8
masala dosa,9,0,0,2,14.3
pizza,2,1,0,7,19.7
"pizza, naan",12,1,0,11,33.6
pizza,16,0,0,11,24.2
"fried rice, pizza, veg biryani",23,1,1,7,40.6
"burger, chicken biryani, masala dosa",23,0,0,12,32.8
"burger, pasta",23,1,1,8,33.5
pizza,8,1,0,10,21.8
naan,13,0,0,8,24.8
veg biryani,2,1,0,10,21.3
masala dosa,20,0,0,3,23.5
"masala dosa, fried rice",8,0,0,4,23.8
"fried rice, pasta",16,1,0,15,33.8
"tandoori chicken, pizza, paneer butter masala",8,1,0,4,28.7
"pasta, veg biryani, chicken biryani",9,0,0,13,29.2
paneer butter masala,1,0,0,6,20.4
"naan, masala dosa, pizza",0,0,0,8,26.2
"masala dosa, tandoori chicken, veg biryani",16,0,0,16,31.8
"fried rice, paneer butter masala",6,1,0,12,30.3
veg biryani,23,0,0,5,13.4
"masala dosa, chicken biryani",5,0,0,8,21.9
"masala dosa, pasta, paneer butter masala",18,0,0,5,28.0
paneer butter masala,6,0,0,19,27.2
"veg biryani, masala dosa, pizza",2,0,0,9,29.1
naan,13,0,0,9,25.4
"tandoori chicken, burger, chicken biryani",13,0,0,5,27.4
"burger, pasta, veg biryani",3,0,0,15,30.7
"veg biryani, burger, naan",3,0,0,9,31.1
"pasta, tandoori chicken, fried rice",7,1,0,8,30.5
"tandoori chicken, veg biryani",17,1,0,13,28.8
"naan, burger",19,0,0,16,26.4
"fried rice, pasta, burger",11,0,0,5,26.7
"chicken biryani, naan, burger",20,0,0,17,40.6
veg biryani,12,0,0,14,25.6
"naan, burger",1,0,0,4,22.6
"chicken biryani, fried rice",19,0,0,8,23.9
"naan, chicken biryani, burger",10,0,0,15,30.9
veg biryani,13,0,0,18,26.1
"pizza, naan, fried rice",1,1,0,15,34.2
chicken biryani,14,0,0,3,14.7
"pizza, veg biryani",13,0,0,5,30.4
pizza,11,0,0,8,16.8
"masala dosa, naan",14,0,0,13,30.6
veg biryani,20,0,0,9,23.4
"fried rice, pizza",19,0,0,17,27.1
"masala dosa, veg biryani",13,0,0,8,30.8
"paneer butter masala, fried rice",5,0,0,6,21.1
"pizza, fried rice, chicken biryani",5,0,0,13,34.4
"pasta, pizza",6,0,0,5,23.8
paneer butter masala,18,1,0,1,17.2
"burger, pasta",1,0,0,4,21.5
pizza,14,0,0,9,19.0
"naan, masala dosa",11,0,0,2,22.9
"veg biryani, paneer butter masala",3,0,0,11,23.0
